state,county,avg_price,total_price,total_transactions
Georgia,McIntosh County,214479.2766798419,54263257.0,253.0
Georgia,Bryan County,399049.9728183119,278935931.0,699.0
Georgia,Long County,250248.56129032257,38788527.0,155.0
Georgia,Ware County,136548.328125,26217279.0,192.0
Georgia,Bacon County,362537.5,7975825.0,22.0
Georgia,Coffee County,183130.0291262136,18862393.0,103.0
Georgia,Appling County,226026.55172413794,13109540.0,58.0
Georgia,Pierce County,202997.1264367816,17660750.0,87.0
Georgia,Glynn County,651513.0894941634,334877728.0,514.0
Georgia,Jeff Davis County,212058.92156862744,10815005.0,51.0
Georgia,Charlton County,233461.12820512822,18209968.0,78.0
Georgia,Brantley County,222487.640625,14239209.0,64.0
Georgia,Wayne County,173698.412371134,33697492.0,194.0
Georgia,Camden County,246076.9290953545,201290928.0,818.0
Georgia,Lowndes County,310241.2366666667,279217113.0,900.0
Georgia,Cook County,219180.0,14246700.0,65.0
Georgia,Berrien County,180205.49425287356,15677878.0,87.0
Georgia,Clinch County,151155.55555555556,1360400.0,9.0
Georgia,Atkinson County,195133.0,585399.0,3.0
Georgia,Brooks County,343764.0,8594100.0,25.0
Georgia,Thomas County,283865.8326530612,69547129.0,245.0
Georgia,Lanier County,182801.38461538462,11882090.0,65.0
Georgia,Echols County,108233.33333333333,324700.0,3.0
Georgia,Dougherty County,119272.4657980456,36616647.0,307.0
Georgia,Sumter County,183008.44,22876055.0,125.0
Georgia,Calhoun County,279180.0,1395900.0,5.0
Georgia,Turner County,381539.5294117647,6486172.0,17.0
Georgia,Decatur County,151141.65384615384,27507781.0,182.0
Georgia,Mitchell County,184178.94736842104,10498200.0,57.0
Georgia,Colquitt County,189991.99259259258,25648919.0,135.0
Georgia,Early County,304489.46428571426,8525705.0,28.0
Georgia,Clay County,281966.6,4229499.0,15.0
Georgia,Terrell County,126569.375,4050220.0,32.0
Georgia,Tift County,250416.83783783784,27796269.0,111.0
Georgia,Grady County,242383.18055555556,17451589.0,72.0
Georgia,Randolph County,112999.66666666667,338999.0,3.0
Georgia,Miller County,205133.33333333334,1230800.0,6.0
Georgia,Seminole County,137590.74074074073,11144850.0,81.0
Georgia,Ben Hill County,145567.6724137931,8442925.0,58.0
Georgia,Quitman County,204759.31914893616,9623688.0,47.0
Georgia,Irwin County,215071.875,3441150.0,16.0
Georgia,Lee County,224460.41176470587,19079135.0,85.0
Georgia,Baker County,45000.0,45000.0,1.0
Georgia,Worth County,183839.51162790696,7905099.0,43.0
Georgia,Talbot County,293512.14705882355,9979413.0,34.0
Georgia,Harris County,403767.5560165975,97307981.0,241.0
Georgia,Chattahoochee County,133373.375,2133974.0,16.0
Georgia,Schley County,149699.9090909091,1646699.0,11.0
Georgia,Muscogee County,283089.6802646086,256762340.0,907.0
Georgia,Stewart County,255323.68421052632,4851150.0,19.0
Georgia,Webster County,173005.0,519015.0,3.0
Florida,Clay County,318246.30045398267,771110786.0,2423.0
Florida,St. Johns County,632880.5685771315,2219512154.0,3507.0
Florida,Putnam County,133228.4126691267,216629399.0,1626.0
Florida,Suwannee County,246283.79647435897,153681089.0,624.0
Florida,Nassau County,547326.7060881736,782129863.0,1429.0
Florida,Lafayette County,186115.0341880342,21775459.0,117.0
Florida,Columbia County,301686.20652173914,222041048.0,736.0
Florida,Union County,206323.84403669724,22489299.0,109.0
Florida,Baker County,413320.5,66957921.0,162.0
Florida,Bradford County,258752.33333333334,66758102.0,258.0
Florida,Hamilton County,136166.6277777778,24509993.0,180.0
Florida,Madison County,271612.07762557076,59483045.0,219.0
Florida,Duval County,349334.81879464735,3472038764.0,9939.0
Florida,Lake County,386026.3227305218,2160203302.0,5596.0
Florida,Volusia County,397242.3291604551,2025141394.06,5099.0
Florida,Flagler County,328414.94452023646,722184463.0,2199.0
Florida,Marion County,263985.3617624324,2049054378.0,7762.0
Florida,Sumter County,408564.9651707971,609987493.0,1493.0
Florida,Leon County,326709.43199233717,341084647.0,1044.0
Florida,Wakulla County,258419.46666666667,143422804.0,555.0
Florida,Franklin County,475311.4111111111,342224216.0,720.0
Florida,Liberty County,151773.94,7588697.0,50.0
Florida,Gadsden County,177620.56420233464,45648485.0,257.0
Florida,Jefferson County,348902.8469387755,34192479.0,98.0
Florida,Taylor County,293792.29073482426,91956987.0,313.0
Florida,Bay County,621345.2746495059,2703473290.0,4351.0
Florida,Jackson County,166843.94145199063,71242363.0,427.0
Florida,Calhoun County,193837.87096774194,12017948.0,62.0
Florida,Walton County,949574.4821775762,1465193426.0,1543.0
Florida,Holmes County,265716.82558139536,45703294.0,172.0
Florida,Washington County,129539.00877192983,73837235.0,570.0
Florida,Gulf County,402174.4954486346,309272187.0,769.0
Florida,Escambia County,324257.26147243317,982175245.0,3029.0
Florida,Santa Rosa County,393250.8538975501,882848167.0,2245.0
Florida,Okaloosa County,754171.1509519492,1663701559.0,2207.0
Florida,Alachua County,369915.9972908906,1092361940.0,2953.0
Florida,Gilchrist County,274134.987654321,66614802.0,243.0
Florida,Levy County,294878.7115207373,319943402.0,1085.0
Florida,Dixie County,176259.62977099235,46180023.0,262.0
Florida,Seminole County,456657.41749723145,824723296.0,1806.0
Florida,Orange County,477725.7407001097,4790156002.0,10027.0
Florida,Brevard County,334472.1870998117,3552094627.0,10620.0
Florida,Indian River County,673178.1132404181,1159212711.0,1722.0
Florida,Monroe County,1579721.7643097644,2345886820.0,1485.0
Florida,Miami-Dade County,1154535.4593836267,25511770046.0,22097.0
Florida,Broward County,740575.0483208505,9195720375.0,12417.0
Florida,Palm Beach County,1256290.2595687332,13982510589.0,11131.0
Florida,Hendry County,243554.82936129646,255489016.0,1049.0
Florida,Martin County,845698.3103448276,1152686797.0,1363.0
Florida,Glades County,278219.1960784314,14189179.0,51.0
Florida,Hillsborough County,489296.6479224783,6665198938.0,13622.0
Florida,Pasco County,327251.538354059,2342139260.0,7162.0
Florida,Pinellas County,518239.60034585453,5394356000.0,10409.0
Florida,Polk County,300867.0912014941,2899757025.0,9644.0
Florida,Highlands County,152948.82187730967,413879512.0,2706.0
Florida,Hardee County,391720.5189873418,61891842.0,158.0
Florida,Osceola County,463560.5219835374,2308994960.0,4981.0
Florida,Lee County,368262.13271687424,6889816241.0,18709.0
Florida,Charlotte County,189116.47592141863,2175595939.0,11504.0
Florida,Collier County,1234860.3174368818,8363708930.0,6773.0
Florida,Manatee County,780647.9532959701,2925087881.0,3747.0
Florida,Sarasota County,532638.1187829953,3833929179.0,7198.0
Florida,DeSoto County,368408.43884892086,153626319.0,417.0
Florida,Citrus County,163306.72147349507,908801905.0,5565.0
Florida,Hernando County,270431.2409221902,938396406.0,3470.0
Florida,St. Lucie County,416398.5342356688,1045993118.0,2512.0
Florida,Okeechobee County,325512.95102685626,206049698.0,633.0
Alabama,St. Clair County,257488.75831087152,286584988.0,1113.0
Alabama,Jefferson County,277247.32725514576,2006993402.0,7239.0
Alabama,Shelby County,384467.85242718447,792003776.0,2060.0
Alabama,Tallapoosa County,354823.46794871794,110704922.0,312.0
Alabama,Blount County,204328.9289099526,86226808.0,422.0
Alabama,Talladega County,184442.30940988834,115645328.0,627.0
Alabama,Marshall County,302863.48863636365,159911922.0,528.0
Alabama,Cullman County,319145.4325,255316346.0,801.0
Alabama,Bibb County,191164.19178082192,13954986.0,73.0
Alabama,Walker County,255813.57002457,104116123.0,407.0
Alabama,Chilton County,232840.3512195122,95464544.0,410.0
Alabama,Coosa County,332994.3846153846,17315708.0,52.0
Alabama,Clay County,208256.33,20825633.0,100.0
Alabama,Tuscaloosa County,301100.3028477547,549809153.0,1826.0
Alabama,Hale County,309655.3195876289,60073132.0,194.0
Alabama,Pickens County,247855.77272727274,21811308.0,88.0
Alabama,Greene County,216434.57692307694,5627299.0,26.0
Alabama,Sumter County,431004.29411764705,7327073.0,17.0
Alabama,Winston County,244467.7907542579,100476262.0,411.0
Alabama,Fayette County,194362.07692307694,15160242.0,78.0
Alabama,Marion County,165482.83333333334,20850837.0,126.0
Alabama,Lamar County,136038.15789473685,2584725.0,19.0
Alabama,Franklin County,168457.2111111111,15161149.0,90.0
Alabama,Morgan County,245689.0225,98275609.0,401.0
Alabama,Lauderdale County,247812.23694029852,132827359.0,536.0
Alabama,Limestone County,454937.045112782,181519881.0,401.0
Alabama,Colbert County,254895.35576923078,106036468.0,416.0
Alabama,Lawrence County,212704.6,26588075.0,125.0
Alabama,Jackson County,303793.2183406114,69568647.0,229.0
Alabama,Madison County,445142.0919881306,450038655.0,1015.0
Alabama,Etowah County,159705.57589285713,71548098.0,448.0
Alabama,Cherokee County,139725.28664495115,42895663.0,307.0
Alabama,DeKalb County,229964.3029045643,55421397.0,241.0
Alabama,Autauga County,276610.6026936027,82153349.0,297.0
Alabama,Pike County,242621.63636363635,48039084.0,198.0
Alabama,Crenshaw County,316763.6666666667,16154947.0,51.0
Alabama,Montgomery County,227019.16319824752,207268496.0,913.0
Alabama,Butler County,163123.69565217392,7503690.0,46.0
Alabama,Barbour County,417586.8551724138,60550094.0,145.0
Alabama,Elmore County,244574.66386554623,145521925.0,595.0
Alabama,Bullock County,1190487.0526315789,22619254.0,19.0
Alabama,Macon County,368453.1111111111,16580390.0,45.0
Alabama,Lowndes County,316296.1538461539,8223700.0,26.0
Alabama,Covington County,168206.3552123552,43565446.0,259.0
Alabama,Calhoun County,146822.19176470587,124798863.0,850.0
Alabama,Cleburne County,230854.88125,36936781.0,160.0
Alabama,Randolph County,242814.2826923077,126263427.0,520.0
Alabama,Houston County,241971.25296442688,122437454.0,506.0
Alabama,Henry County,145993.35664335664,20877050.0,143.0
Alabama,Dale County,226986.0,55838556.0,246.0
Alabama,Geneva County,186886.36585365853,15324682.0,82.0
Alabama,Coffee County,197679.30627306274,53571092.0,271.0
Alabama,Conecuh County,486716.93333333335,14601508.0,30.0
Alabama,Monroe County,204129.10447761195,13676650.0,67.0
Alabama,Escambia County,159883.76124567474,46206407.0,289.0
Alabama,Wilcox County,134323.6,10074270.0,75.0
Alabama,Clarke County,204377.76623376625,15737088.0,77.0
Alabama,Mobile County,242605.0749244713,401511399.0,1655.0
Alabama,Baldwin County,523227.5546673543,2029076457.0,3878.0
Alabama,Washington County,666410.4375,21325134.0,32.0
Alabama,Dallas County,111574.77702702703,16513067.0,148.0
Alabama,Marengo County,217356.36363636365,11954600.0,55.0
Alabama,Perry County,220201.53846153847,5725240.0,26.0
Alabama,Lee County,407720.5925,326176474.0,800.0
Alabama,Russell County,234482.61061946902,52993070.0,226.0
Alabama,Chambers County,206698.11612903225,32038208.0,155.0
Alabama,Choctaw County,207277.27272727274,2280050.0,11.0
Tennessee,Robertson County,488209.3984962406,129863700.0,270.0
Tennessee,Davidson County,781590.8042704626,1317762096.0,1689.0
Tennessee,DeKalb County,235461.6980392157,60042733.0,256.0
Tennessee,Williamson County,1834099.80475382,1080284785.0,591.0
Tennessee,Cheatham County,492889.3233532934,82312517.0,167.0
Tennessee,Cannon County,310095.8125,14884599.0,58.0
Tennessee,Coffee County,407655.22357723577,100283185.0,254.0
Tennessee,Marshall County,564573.2098765433,91460860.0,162.0
Tennessee,Bedford County,569995.0105820106,107729057.0,192.0
Tennessee,Sumner County,647199.7288888888,436859817.0,693.0
Tennessee,Stewart County,233812.42335766423,32032302.0,138.0
Tennessee,Hickman County,481860.9591836735,70833561.0,147.0
Tennessee,Dickson County,526435.8223140496,127397469.0,242.0
Tennessee,Smith County,432125.43636363634,47533798.0,111.0
Tennessee,Rutherford County,652128.1051693405,365843867.0,588.0
Tennessee,Montgomery County,372151.94322709163,373640551.0,1004.0
Tennessee,Houston County,230443.85507246378,15900626.0,69.0
Tennessee,Wilson County,701952.9533980583,361505771.0,520.0
Tennessee,Trousdale County,500260.4186046512,21511198.0,52.0
Tennessee,Humphreys County,295846.92647058825,60352773.0,204.0
Tennessee,Macon County,302769.58088235295,41176663.0,136.0
Tennessee,Perry County,267331.6438356164,19515210.0,73.0
Tennessee,Warren County,329333.6451612903,71465401.0,218.0
Tennessee,Lincoln County,326197.5041322314,39469898.0,123.0
Tennessee,Maury County,682007.6691729323,272121060.0,400.0
Tennessee,Grundy County,272596.7811158798,63515050.0,234.0
Tennessee,Hamilton County,398380.655648742,807517589.0,2027.0
Tennessee,McMinn County,246956.04175365344,118291944.0,479.0
Tennessee,Franklin County,441124.70616113744,93077313.0,213.0
Tennessee,Polk County,245229.77559055117,62288363.0,261.0
Tennessee,Bradley County,295271.6993865031,240646435.0,827.0
Tennessee,Monroe County,235445.71157495255,124079890.0,527.0
Tennessee,Rhea County,223311.87662337662,103170087.0,462.0
Tennessee,Meigs County,264129.125,78182221.0,315.0
Tennessee,Sequatchie County,162912.31413612564,31116252.0,191.0
Tennessee,Marion County,251026.75272727272,69032357.0,275.0
Tennessee,Moore County,564373.75,9029980.0,16.0
Tennessee,Bledsoe County,209367.5572519084,27427150.0,131.0
Tennessee,Shelby County,299624.38213627995,976176237.0,3258.0
Tennessee,Washington County,310167.7079207921,187961631.0,606.0
Tennessee,Greene County,231221.2527964206,103355900.0,447.0
Tennessee,Sullivan County,260912.58625336929,193597139.0,743.0
Tennessee,Johnson County,213760.96604938273,69258553.0,324.0
Tennessee,Hawkins County,145300.77652370202,64368244.0,445.0
Tennessee,Carter County,263401.66,52680332.0,200.0
Tennessee,Unicoi County,183691.36363636365,20206050.0,110.0
Tennessee,Blount County,462304.4819672131,423008601.0,920.0
Tennessee,Anderson County,272127.15499254846,182597321.0,674.0
Tennessee,Claiborne County,215578.0632688928,122663918.0,569.0
Tennessee,Grainger County,200784.95822454308,76900639.0,384.0
Tennessee,Cocke County,201111.10223048326,108197773.0,539.0
Tennessee,Campbell County,308825.7139588101,134956837.0,438.0
Tennessee,Morgan County,256713.9195402299,44668222.0,175.0
Tennessee,Knox County,381960.3776824034,1334951520.0,3500.0
Tennessee,Cumberland County,153766.44336344683,221269912.0,1440.0
Tennessee,Jefferson County,287110.678125,183750834.0,641.0
Tennessee,Scott County,212823.94478527608,34690303.0,163.0
Tennessee,Sevier County,600227.9022421525,1338508222.0,2234.0
Tennessee,Loudon County,360790.12520064204,224772248.0,625.0
Tennessee,Roane County,199321.21171171172,132747927.0,667.0
Tennessee,Hancock County,271147.0588235294,18438000.0,68.0
Tennessee,Hamblen County,237996.4348508634,151603729.0,642.0
Tennessee,Union County,170069.5945017182,49490252.0,291.0
Tennessee,Crockett County,173598.9814814815,9374345.0,54.0
Tennessee,Tipton County,338964.6629834254,61352604.0,181.0
Tennessee,Dyer County,237476.56842105262,45120548.0,190.0
Tennessee,Hardeman County,377507.14423076925,39260743.0,104.0
Tennessee,Fayette County,504011.63720930234,108362502.0,215.0
Tennessee,Haywood County,1054478.4090909092,46397050.0,44.0
Tennessee,Lauderdale County,174699.46315789473,16596449.0,95.0
Tennessee,Lake County,86488.23529411765,1470300.0,17.0
Tennessee,Carroll County,203085.9704797048,55036298.0,271.0
Tennessee,Benton County,150302.21759259258,32465279.0,216.0
Tennessee,Henry County,237728.59310344828,68941292.0,290.0
Tennessee,Weakley County,261439.36170212767,36862950.0,141.0
Tennessee,Obion County,159016.20192307694,16537685.0,104.0
Tennessee,Gibson County,250485.4885496183,65627198.0,262.0
Tennessee,Madison County,382089.55764075066,142519405.0,373.0
Tennessee,McNairy County,195892.03225806452,36435918.0,186.0
Tennessee,Decatur County,203238.0559006211,32721327.0,161.0
Tennessee,Hardin County,222807.92822966506,93133714.0,418.0
Tennessee,Henderson County,207601.03157894738,19722098.0,95.0
Tennessee,Chester County,131008.06410256411,10218629.0,78.0
Tennessee,Wayne County,188600.86607142858,21123297.0,112.0
Tennessee,Giles County,443378.91333333333,66506837.0,153.0
Tennessee,Lawrence County,377027.47321428574,84454154.0,224.0
Tennessee,Lewis County,342436.76785714284,19176459.0,56.0
Tennessee,Putnam County,305421.4869927159,293510049.0,961.0
Tennessee,Fentress County,250957.11936339524,94610834.0,378.0
Tennessee,Overton County,175448.87252124646,61933452.0,353.0
Tennessee,Pickett County,177313.95614035087,20213791.0,114.0
Tennessee,Clay County,226552.03846153847,17671059.0,78.0
Tennessee,White County,249464.25,86813559.0,348.0
Tennessee,Jackson County,229490.19047619047,19277176.0,84.0
Tennessee,Van Buren County,221131.95454545456,38919224.0,176.0
Mississippi,Lafayette County,454030.5922818792,270602233.0,596.0
Mississippi,Tate County,194790.9435483871,24154077.0,124.0
Mississippi,Benton County,171667.15,6866686.0,40.0
Mississippi,Panola County,250266.00675675675,37039369.0,148.0
Mississippi,Quitman County,519725.0,2078900.0,4.0
Mississippi,Tippah County,213233.9693877551,20896929.0,98.0
Mississippi,Marshall County,245930.46153846153,44759344.0,182.0
Mississippi,Coahoma County,120095.79166666667,2882299.0,24.0
Mississippi,Tunica County,201550.0,6449600.0,32.0
Mississippi,Union County,238876.82591093116,59002576.0,247.0
Mississippi,DeSoto County,372711.1427135678,370847587.0,995.0
Mississippi,Washington County,257936.80357142858,14444461.0,56.0
Mississippi,Bolivar County,191309.02777777778,13774250.0,72.0
Mississippi,Sharkey County,264962.5,1059850.0,4.0
Mississippi,Sunflower County,156240.45454545456,3437290.0,22.0
Mississippi,Issaquena County,2459903.75,9839615.0,4.0
Mississippi,Humphreys County,147450.0,1474500.0,10.0
Mississippi,Lee County,227276.0641762452,237276211.0,1044.0
Mississippi,Pontotoc County,219623.73157894737,41728509.0,190.0
Mississippi,Monroe County,156823.1527093596,31835100.0,203.0
Mississippi,Tishomingo County,270153.3333333333,36470700.0,135.0
Mississippi,Prentiss County,201297.6347826087,23149228.0,115.0
Mississippi,Alcorn County,155283.8578680203,30590920.0,197.0
Mississippi,Calhoun County,149311.05714285714,5225887.0,35.0
Mississippi,Itawamba County,130005.20701754386,37051484.0,285.0
Mississippi,Chickasaw County,188848.38095238095,11897448.0,63.0
Mississippi,Grenada County,215933.0909090909,11876320.0,55.0
Mississippi,Carroll County,212155.0,6364650.0,30.0
Mississippi,Tallahatchie County,323430.0,4851450.0,15.0
Mississippi,Yalobusha County,217612.88679245283,11533483.0,53.0
Mississippi,Holmes County,369884.36363636365,12206184.0,33.0
Mississippi,Montgomery County,714166.6666666666,17140000.0,24.0
Mississippi,Leflore County,178239.3275862069,10337881.0,58.0
Mississippi,Yazoo County,345715.75409836066,21088661.0,61.0
Mississippi,Hinds County,217091.94610778443,181271775.0,835.0
Mississippi,Rankin County,338217.42039106146,242163673.0,716.0
Mississippi,Simpson County,164984.53521126762,23427804.0,142.0
Mississippi,Madison County,463320.8842398884,332201074.0,717.0
Mississippi,Leake County,231348.03636363638,12724142.0,55.0
Mississippi,Newton County,204509.0909090909,4499200.0,22.0
Mississippi,Copiah County,212567.32631578948,20193896.0,95.0
Mississippi,Attala County,123548.14285714286,7783533.0,63.0
Mississippi,Jefferson County,597964.1904761905,12557248.0,21.0
Mississippi,Scott County,219432.9347826087,10093915.0,46.0
Mississippi,Claiborne County,813045.3703703703,21952225.0,27.0
Mississippi,Smith County,226368.33333333334,6791050.0,30.0
Mississippi,Covington County,235973.7906976744,10146873.0,43.0
Mississippi,Adams County,280578.0427807487,52468094.0,187.0
Mississippi,Lawrence County,174789.39325842698,15556256.0,89.0
Mississippi,Warren County,205844.78461538462,40139733.0,195.0
Mississippi,Lauderdale County,193087.63,19308763.0,100.0
Mississippi,Wayne County,193532.13513513515,7160689.0,37.0
Mississippi,Kemper County,150665.84615384616,1958656.0,13.0
Mississippi,Clarke County,225611.5,9024460.0,40.0
Mississippi,Jasper County,209004.72972972973,7733175.0,37.0
Mississippi,Winston County,177914.97222222222,6404939.0,36.0
Mississippi,Noxubee County,178800.0,3039600.0,17.0
Mississippi,Neshoba County,151781.77272727274,6678398.0,44.0
Mississippi,Greene County,149710.48387096773,4641025.0,31.0
Mississippi,Forrest County,282570.54473161034,142132984.0,503.0
Mississippi,Jefferson Davis County,119645.10344827586,3469708.0,29.0
Mississippi,Perry County,250511.37037037036,6763807.0,27.0
Mississippi,Pearl River County,257570.60247349823,145784961.0,566.0
Mississippi,Marion County,242135.35555555555,32688273.0,135.0
Mississippi,Jones County,155776.52285714285,54521783.0,350.0
Mississippi,George County,152569.13402061857,29598412.0,194.0
Mississippi,Lamar County,186706.772845953,71508694.0,383.0
Mississippi,Harrison County,268402.8088235294,511038948.0,1904.0
Mississippi,Hancock County,182993.76416184971,158289606.0,865.0
Mississippi,Jackson County,248087.84857723577,244118443.0,984.0
Mississippi,Stone County,177708.75362318842,24523808.0,138.0
Mississippi,Lincoln County,206178.91370558375,40617246.0,197.0
Mississippi,Franklin County,311812.6666666667,13096132.0,42.0
Mississippi,Wilkinson County,249873.64912280702,14242798.0,57.0
Mississippi,Pike County,218714.96356275302,54022596.0,247.0
Mississippi,Amite County,237687.88732394367,16875840.0,71.0
Mississippi,Walthall County,270403.85365853657,11086558.0,41.0
Mississippi,Lowndes County,229827.97647058824,39070756.0,170.0
Mississippi,Choctaw County,140870.58823529413,2394800.0,17.0
Mississippi,Webster County,154292.8275862069,4474492.0,29.0
Mississippi,Clay County,493889.0506329114,39017235.0,79.0
Mississippi,Oktibbeha County,295839.76490066224,89343609.0,302.0
Kentucky,Shelby County,548778.0631229236,165182197.0,301.0
Kentucky,Nelson County,242603.57692307694,69384623.0,286.0
Kentucky,Trimble County,130175.39344262295,7940699.0,61.0
Kentucky,Henry County,306779.71698113205,32518650.0,106.0
Kentucky,Marion County,213025.5,21728601.0,102.0
Kentucky,Oldham County,422005.5540540541,124913644.0,296.0
Kentucky,Jefferson County,324834.97677793907,895245196.0,2756.0
Kentucky,Washington County,220961.06194690266,24968600.0,113.0
Kentucky,Spencer County,327938.5227272727,28858590.0,88.0
Kentucky,Bullitt County,283808.4663461539,118064322.0,416.0
Kentucky,Meade County,259939.46923076923,33792131.0,130.0
Kentucky,Breckinridge County,166011.94444444444,17929290.0,108.0
Kentucky,Grayson County,160420.39344262294,39142576.0,244.0
Kentucky,Hardin County,302509.78274760384,189371124.0,627.0
Kentucky,Mercer County,286637.2546583851,46148598.0,161.0
Kentucky,Nicholas County,217406.6891891892,16088095.0,74.0
Kentucky,Powell County,143376.28205128206,11183350.0,78.0
Kentucky,Rowan County,196430.37692307692,25535949.0,130.0
Kentucky,Menifee County,130719.09090909091,7189550.0,55.0
Kentucky,Scott County,346117.83506944444,199363873.0,576.0
Kentucky,Montgomery County,219793.4262948207,55168150.0,251.0
Kentucky,Estill County,214594.89108910892,21674084.0,101.0
Kentucky,Jessamine County,389664.1670588235,165607271.0,425.0
Kentucky,Anderson County,202622.24074074073,43766404.0,216.0
Kentucky,Woodford County,581965.0731707317,119302840.0,205.0
Kentucky,Bourbon County,476218.1843971631,67146764.0,141.0
Kentucky,Owen County,212580.82278481012,16793885.0,79.0
Kentucky,Bath County,155437.27272727274,8549050.0,55.0
Kentucky,Madison County,240949.84012066366,159749744.0,663.0
Kentucky,Clark County,258062.72563176896,71483375.0,277.0
Kentucky,Jackson County,182431.80303030304,12040499.0,66.0
Kentucky,Rockcastle County,156479.95714285714,10953597.0,70.0
Kentucky,Garrard County,257248.64024390245,42188777.0,164.0
Kentucky,Lincoln County,268060.3575757576,44229959.0,165.0
Kentucky,Boyle County,263812.80898876407,46958680.0,178.0
Kentucky,Fayette County,379064.8218694885,644789262.0,1701.0
Kentucky,Franklin County,235531.20547945207,68775112.0,292.0
Kentucky,Whitley County,157400.1267281106,68311655.0,434.0
Kentucky,Laurel County,177459.13345195728,99732033.0,562.0
Kentucky,Knox County,161884.19298245615,18454798.0,114.0
Kentucky,Harlan County,115189.16455696203,9099944.0,79.0
Kentucky,Leslie County,137940.0,2069100.0,15.0
Kentucky,Bell County,164746.93922651935,29819196.0,181.0
Kentucky,Letcher County,142816.2558139535,6141099.0,43.0
Kentucky,Clay County,138987.73170731709,11396994.0,82.0
Kentucky,Perry County,177346.03597122303,24651099.0,139.0
Kentucky,Campbell County,302105.738,302105738.0,1000.0
Kentucky,Bracken County,209472.5890410959,15291499.0,73.0
Kentucky,Harrison County,244556.37037037036,13206044.0,54.0
Kentucky,Boone County,374378.7042682927,491184860.0,1312.0
Kentucky,Pendleton County,190556.57894736843,14482300.0,76.0
Kentucky,Carroll County,340974.6417910448,22845301.0,67.0
Kentucky,Grant County,260329.88936170214,61177524.0,235.0
Kentucky,Kenton County,318520.241044323,524602837.0,1647.0
Kentucky,Mason County,337772.6666666667,12159816.0,36.0
Kentucky,Fleming County,341176.8988764045,30364744.0,89.0
Kentucky,Gallatin County,259365.04411764705,17636823.0,68.0
Kentucky,Robertson County,145581.77272727274,3202799.0,22.0
Kentucky,Boyd County,187926.69014084508,53371180.0,284.0
Kentucky,Greenup County,165240.90082644628,19994149.0,121.0
Kentucky,Lawrence County,200988.63888888888,14471182.0,72.0
Kentucky,Lewis County,285914.89361702127,13438000.0,47.0
Kentucky,Carter County,155830.57024793388,18855499.0,121.0
Kentucky,Elliott County,152683.33333333334,6412700.0,42.0
Kentucky,Martin County,116940.74074074074,3157400.0,27.0
Kentucky,Johnson County,150029.16568047338,25354929.0,169.0
Kentucky,Wolfe County,258556.81818181818,11376500.0,44.0
Kentucky,Breathitt County,202512.5,8100500.0,40.0
Kentucky,Lee County,164479.56756756757,6085744.0,37.0
Kentucky,Owsley County,265017.5882352941,4505299.0,17.0
Kentucky,Morgan County,164575.48979591837,8064199.0,49.0
Kentucky,Magoffin County,188539.13043478262,4336400.0,23.0
Kentucky,Pike County,182258.44236760124,58504960.0,321.0
Kentucky,Floyd County,180141.29437229436,41612639.0,231.0
Kentucky,Knott County,152564.2857142857,4271800.0,28.0
Kentucky,McCracken County,221039.6862745098,90184192.0,410.0
Kentucky,Calloway County,153639.6678200692,44401864.0,291.0
Kentucky,Carlisle County,160301.66666666666,3366335.0,21.0
Kentucky,Ballard County,134934.1463414634,5532300.0,41.0
Kentucky,Marshall County,188010.6763485477,45310573.0,244.0
Kentucky,Graves County,178146.41666666666,14964299.0,86.0
Kentucky,Livingston County,81879.80733944954,8924899.0,109.0
Kentucky,Hickman County,171957.14285714287,1203700.0,7.0
Kentucky,Crittenden County,147111.11111111112,2648000.0,19.0
Kentucky,Lyon County,110367.34636871508,19755755.0,179.0
Kentucky,Fulton County,129643.93333333333,3889318.0,30.0
Kentucky,Warren County,321589.6832797428,200028783.0,623.0
Kentucky,Allen County,253642.77622377622,36270917.0,144.0
Kentucky,Barren County,232327.83921568628,59243599.0,255.0
Kentucky,Metcalfe County,192467.02127659574,9045950.0,47.0
Kentucky,Monroe County,161178.88,8058944.0,50.0
Kentucky,Simpson County,497145.0540540541,36788734.0,74.0
Kentucky,Edmonson County,181921.39705882352,12370655.0,68.0
Kentucky,Butler County,139596.84375,4467099.0,32.0
Kentucky,Logan County,270494.88188976375,34352850.0,127.0
Kentucky,Todd County,291746.9696969697,9627650.0,33.0
Kentucky,Trigg County,161065.0988372093,27703197.0,172.0
Kentucky,Christian County,228143.6809815951,37187420.0,163.0
Kentucky,Daviess County,259302.51442307694,161804769.0,624.0
Kentucky,Ohio County,190667.30693069307,19257398.0,101.0
Kentucky,Muhlenberg County,173303.16455696203,13690950.0,80.0
Kentucky,McLean County,136459.78431372548,6959449.0,51.0
Kentucky,Hancock County,201215.6862745098,10262000.0,51.0
Kentucky,Henderson County,192325.0,15193675.0,81.0
Kentucky,Webster County,165721.42857142858,2320100.0,14.0
Kentucky,Hopkins County,215480.01904761905,22625402.0,105.0
Kentucky,Caldwell County,291332.14285714284,8157300.0,28.0
Kentucky,Union County,100014.28571428571,2100300.0,21.0
Kentucky,Pulaski County,158659.32324324324,146759874.0,925.0
Kentucky,Casey County,161950.4537037037,17490649.0,108.0
Kentucky,Clinton County,141567.5064935065,10900698.0,77.0
Kentucky,Russell County,188375.37651821863,46528718.0,247.0
Kentucky,McCreary County,173490.09210526315,13185247.0,76.0
